type,title,director,cast,release_year,rating,listed_in
0,5107,1953,2508,2015,3,316
0,2775,548,1564,2021,3,88
1,338,1066,0,2021,1,449
1,4680,1066,1362,2020,1,414
0,3754,2387,4543,2016,3,226
0,2771,179,4812,2019,3,314
1,5433,1066,1049,2010,3,449
0,5496,2219,3153,2016,3,360
0,1689,173,3180,2016,3,68
0,5618,1704,2127,2012,3,220
0,3238,3791,3977,2021,3,430
0,4974,882,1362,2021,3,314
0,4060,1188,262,2021,3,447
0,2514,368,4248,2019,3,30
0,202,2470,1362,2017,1,305
0,233,2491,1834,2017,0,314
0,2037,870,865,2010,3,34
0,489,752,3493,2021,3,369
1,5697,1066,1362,2012,1,414
1,3255,1066,1362,2018,3,449
0,4994,273,4445,2019,3,220
0,6958,334,18,2020,0,13
1,4800,1066,832,2021,3,449
1,2445,1066,2855,2021,3,305
1,6655,1066,5481,2019,1,128
0,4259,1516,455,2020,3,447
0,6476,245,4855,2020,2,363
0,2465,1633,5101,2016,3,220
1,1874,1066,4387,2011,3,449
0,1551,143,1196,2016,3,314
0,4980,3853,5475,2021,3,0
0,1074,3163,1404,2009,1,414
0,1085,1717,4550,2020,0,220
0,4436,1922,1362,2014,3,305
0,5253,1714,1362,2021,3,391
1,2591,1066,1362,2015,1,414
0,5266,2297,1362,2014,3,452
0,3576,811,3164,2018,3,191
0,518,1531,1362,2019,3,418
0,6281,3523,1347,2013,3,452
0,6611,2965,772,2021,3,274
0,5050,1494,5049,2017,1,69
0,996,3410,3455,2020,3,400
0,3730,1290,2512,2010,3,169
0,3144,1724,2622,2012,3,191
1,4696,1066,191,2020,3,0
0,4265,3887,2525,2021,3,244
0,3249,2442,1377,2021,3,49
0,2964,1276,3492,2016,3,369
0,6552,3433,1372,2015,3,430
1,1049,1066,1156,2020,2,307
0,2191,2496,4100,2020,3,226
0,1174,2414,792,2012,3,191
0,6208,796,3739,2009,3,310
1,3858,1066,1362,2007,1,305
0,3792,1082,3839,2017,3,220
1,3800,1066,3822,2016,2,451
0,1001,746,779,2019,3,314
0,1872,1805,3473,2020,3,275
0,4963,241,1118,2020,3,0
0,6944,813,758,2016,3,226
0,5003,628,1929,2013,3,357
0,1513,3367,2864,2018,3,181
0,3772,1066,1362,2016,1,305
0,5890,574,1780,2009,0,314
1,1319,1066,3313,2008,3,128
0,2951,110,5634,2016,0,391
0,6673,1482,1362,2006,1,418
1,5016,1066,5660,2014,2,314
0,1697,3808,3549,2020,0,369
0,6460,2659,42,2007,2,314
0,4400,2006,2510,2021,3,226
0,6284,2814,2426,2016,3,281
0,4857,1745,2307,2020,3,275
0,6598,393,1362,2021,3,305
0,3778,3087,4260,2014,3,341
0,4130,1279,1362,2013,1,199
0,2512,1842,1362,2021,3,220
1,6446,1066,1629,2005,3,449
0,1899,1730,1464,2013,3,191
0,4229,1411,3837,2017,3,191
0,4722,3067,542,2008,2,158
0,2957,4114,5375,2014,3,226
0,5243,588,2393,2016,3,391
1,393,1066,0,2021,1,0
0,6101,2550,1094,2019,3,400
1,6635,1066,2544,2019,3,61
0,2028,856,865,2011,3,246
0,6167,707,3604,2021,3,39
0,5059,2367,4613,2012,1,430
0,6065,751,3640,2014,0,275
1,891,1066,4338,2006,1,133
1,1402,1066,5632,2012,2,4
0,1325,4100,4630,2006,1,220
0,4174,3686,5409,2021,3,49
0,4438,2845,3863,2015,3,0
1,603,1066,1362,2021,1,128
0,2809,2427,1362,2016,3,296
0,5577,3803,5045,2019,1,414
0,3727,2525,3431,2015,3,434
0,4194,2823,3820,2019,3,220
1,1752,1066,748,2021,3,449
0,3173,1659,3261,2019,3,80
0,5109,3625,351,2015,3,86
0,6678,633,1362,2021,1,428
0,666,1066,1362,2020,1,128
0,52,1066,3264,2017,1,386
1,1176,1066,626,2015,1,128
1,4913,1066,1053,2016,2,46
0,3010,1836,1362,2021,3,220
0,3331,4245,2732,2021,3,400
0,3859,2149,2918,2011,0,226
0,4561,1502,1038,2006,3,314
1,2823,1066,205,2015,0,226
0,3246,3587,4850,2016,3,249
1,1098,1066,5235,2021,3,61
0,6458,696,1694,2021,3,364
0,3856,487,639,2020,3,314
0,5798,3355,867,2010,2,226
0,7039,4184,1362,2021,1,119
0,91,1066,3264,2017,1,386
1,276,1066,1152,2020,1,295
1,4495,1066,596,2021,3,200
0,5409,396,404,2014,3,330
0,5424,3781,1398,2013,0,49
0,5058,3790,4136,2019,3,69
0,3884,467,3340,2020,3,361
0,7199,1066,1362,2019,3,414
1,2453,1066,4641,2017,1,128
1,3519,1066,4691,2017,3,449
0,4367,1549,1925,2018,3,17
0,783,1129,4368,2012,2,255
0,2429,2754,1362,2021,1,414
1,34,1066,1581,2014,3,244
0,4200,726,4047,2016,3,117
0,1311,2167,5535,2021,3,122
0,4588,32,4145,2021,1,314
0,3221,3170,5452,2019,3,69
0,4867,164,1362,2021,3,314
0,4499,802,525,2021,3,439
1,6566,1066,2618,2017,1,128
0,5214,4059,4124,2017,3,314
0,1100,2628,1272,2008,0,314
0,2364,234,5530,2013,0,80
0,7071,3951,2818,2016,0,220
1,5022,1066,2537,2005,1,414
0,4842,3793,4241,2018,3,341
0,4225,900,1498,2016,3,30
0,5608,1221,4230,2018,3,369
0,2719,1421,3900,2007,1,226
0,2248,2915,3965,2016,3,452
1,6648,1066,5285,2020,3,181
1,3680,1066,4836,2019,3,337
1,5660,1066,4510,2020,3,449
0,7135,416,1362,2007,3,428
0,3849,3638,4164,2019,3,337
0,7019,2864,105,2018,3,391
0,4198,3865,4250,2017,3,337
0,6660,728,976,2014,0,220
0,2062,1742,1362,2020,1,128
0,6004,691,1436,2015,3,226
0,4491,1703,4580,2021,3,369
1,7203,1066,2159,2019,1,20
0,4468,1077,5442,2018,3,314
0,4295,2880,5635,2019,1,339
0,5257,90,124,2015,3,54
0,735,1767,1362,2016,0,275
0,3100,1870,2368,2014,3,191
1,5380,1066,2949,2016,1,117
1,4036,1066,1242,2021,3,314
0,5176,2351,317,2015,3,53
1,778,1066,567,2019,1,414
1,4734,1066,1362,2017,2,3
0,619,2294,64,2021,0,200
0,3136,1091,1682,2021,3,314
0,3046,194,2783,2015,2,314
0,2044,854,865,2010,3,247
0,1308,1529,3252,2016,3,150
0,6698,1814,4407,2021,3,364
0,3339,3941,570,2010,0,0
0,7142,2044,1179,2021,3,168
0,4595,3069,1362,2018,1,128
0,1268,2579,802,2017,3,138
1,2127,1066,1052,2018,2,98
0,719,1935,4602,2012,2,369
1,2400,1066,1362,2021,1,414
1,5703,1066,3052,2018,1,449
0,5466,3536,4485,2018,2,239
0,1802,3609,2238,2018,3,337
1,5791,1066,1542,2013,3,449
1,6495,1066,4476,2021,2,101
0,2749,4018,2101,2020,3,49
0,4553,82,1133,2018,3,430
0,2838,471,5369,2016,3,275
0,1247,2783,4808,2017,3,49
0,5217,325,5431,2020,3,314
1,753,1066,507,2018,3,449
0,5634,120,201,2019,3,49
1,1066,1066,5609,2018,3,449
0,2231,757,1362,2006,3,275
0,7095,4025,5356,2020,3,39
0,1015,545,577,2021,3,220
0,1004,3370,5056,2020,0,314
0,5247,912,5532,2018,3,398
0,3809,3055,1954,2020,3,275
0,1397,360,1362,2019,1,128
0,4872,2642,4827,2014,3,369
0,3843,3714,587,2019,3,49
0,4732,1084,1362,2016,1,414
1,6100,1066,593,2017,3,307
0,5162,3048,1362,2019,3,275
0,6976,3863,336,2015,3,400
0,4873,2960,4535,2010,0,448
0,498,3530,1001,2009,2,220
0,3885,437,366,2017,3,226
0,6379,537,4312,2021,3,36
0,6117,1664,1325,2018,3,400
0,2045,868,865,2010,3,247
1,1509,1066,292,2020,0,234
0,2789,416,1362,2011,3,428
0,3584,2247,3975,2021,3,314
0,3054,128,2178,2015,3,301
0,4153,2889,1220,2012,3,275
1,1496,1066,884,2017,3,220
0,5407,2261,3033,2021,3,59
0,5074,3648,4568,2005,3,339
0,46,1066,3264,2019,1,386
1,4977,1066,1362,2017,3,446
0,164,1157,2221,2018,3,67
1,2342,1066,5230,2015,3,119
0,416,341,466,2008,2,220
0,6987,3927,4318,2012,3,314
0,5807,2340,2493,2007,3,275
0,2841,2188,5547,2020,3,400
1,6709,1066,3803,2015,1,418
0,1847,53,4014,2021,3,165
0,4102,3081,4784,2021,3,369
0,1048,1417,1434,2013,3,0
0,5927,1960,2769,2009,3,49
0,3830,3520,1892,2020,3,436
1,6430,1066,3311,2018,2,305
0,6310,3538,62,2019,0,426
0,3712,2123,493,2020,3,0
1,7068,1066,1362,2008,2,449
0,1484,297,1551,2020,0,447
0,3861,1045,1820,2021,3,226
0,3521,3201,405,2021,3,391
1,4930,1066,3537,2018,3,220
0,2186,1658,1362,2021,1,314
0,3230,2407,1369,2019,3,233
0,3613,634,1362,2014,3,275
0,6877,3076,4883,2013,1,220
0,6619,1066,1362,2008,3,428
1,7005,1066,979,2016,1,128
0,3948,2880,2122,2018,3,249
0,5527,3701,4936,2017,3,220
0,4216,2470,1362,2017,1,439
1,1849,1066,45,2021,2,449
0,5100,888,3219,2018,3,203
1,5137,1066,1362,2017,3,141
0,2659,4115,3998,2014,3,229
0,4492,3319,4595,2015,3,343
0,6241,507,30,2018,3,400
1,1179,1066,1761,2017,2,226
0,692,67,4379,2015,3,314
0,3798,939,460,2016,3,447
0,74,1066,3264,2020,1,386
0,5940,1862,2781,2016,3,390
0,3040,100,3517,2017,3,391
0,609,1330,375,2014,3,305
0,2488,2754,1362,2020,1,414
0,6137,300,5115,2018,3,80
0,5123,1418,990,2021,3,369
0,823,282,3992,2010,3,314
0,1519,1252,3200,2019,3,51
0,6294,2166,2099,2021,3,314
1,4319,1066,1362,2015,1,418
0,805,1026,1301,2018,0,334
0,3132,2933,4149,2018,3,86
1,1896,1066,1490,2021,3,314
1,3167,1066,2679,2019,3,357
0,6214,881,1173,2019,3,202
1,5501,1066,2489,2013,2,449
0,5911,2651,2344,2019,3,287
0,506,1895,243,2016,3,191
0,6812,700,1843,2021,0,234
0,5490,1813,3393,2015,1,91
1,5255,1066,1362,2016,3,141
1,6472,1066,4724,2019,3,314
0,5153,133,1085,2009,3,275
0,4967,2439,5593,2020,3,369
0,6121,1875,2449,2019,0,314
0,5604,3057,4211,2017,3,107
1,4596,1066,1362,2021,1,128
1,5173,1066,1362,2021,3,314
0,2824,23,3007,2020,1,414
1,5052,1066,1362,2016,3,220
0,5557,3205,2298,2021,2,369
1,4161,1066,1362,2018,2,449
1,1908,1066,1362,2015,2,305
0,2696,3986,1045,2011,0,391
0,2935,1940,1852,2014,0,13
1,2559,1066,3552,2018,3,308
0,4900,2994,546,2012,0,67
0,3555,348,480,2013,3,128
0,3709,1710,2268,2019,3,220
0,1364,442,5337,2020,3,226
0,1357,2863,744,2016,3,305
0,4546,824,1362,2021,3,181
0,7033,1641,2103,2019,3,314
0,869,426,2326,2019,3,275
0,41,2470,412,2020,1,439
0,1283,3909,4555,2017,3,276
0,4252,3519,4804,2015,0,385
0,156,1185,415,2018,3,275
0,1715,845,1649,2018,3,315
1,4392,1066,4645,2019,3,186
0,3881,99,554,2017,3,229
0,784,3646,4252,2008,3,430
1,1297,1066,1362,2012,2,449
0,4686,3078,1362,2020,1,128
0,3931,2591,2224,2015,1,128
1,1662,1066,360,2012,2,284
1,5529,1066,5323,2021,3,306
0,734,1092,1585,2019,2,226
1,5705,1066,5355,2017,2,449
1,4691,1066,588,2021,1,445
0,2230,1543,441,2016,3,314
1,3384,1066,4309,2020,3,252
0,4945,2639,3573,2013,3,244
0,4431,2516,470,2021,3,391
0,1414,2556,1362,2017,0,275
0,60,1066,3264,2019,1,386
0,1996,1557,2471,2015,1,281
0,6035,358,853,2020,3,400
1,2585,1066,852,2005,2,449
1,5048,1066,924,2018,3,253
0,5078,3894,5484,2013,3,86
1,5957,1066,5008,2018,3,437
0,1169,1119,2677,2007,0,0
1,6701,1066,5315,2019,3,231
0,4027,2754,1362,2020,1,128
0,5678,2348,5102,2020,3,191
0,3130,731,1046,2017,3,49
0,5028,2844,1180,2018,3,308
0,3748,1019,4915,2020,3,346
0,780,412,2706,2020,1,414
0,1362,3664,2721,2021,3,314
0,3976,1803,3843,2010,3,314
0,6314,1379,2700,2021,3,58
0,1511,1797,2373,2015,2,285
0,1568,1815,1362,2021,3,391
1,5461,1066,1362,2019,3,449
0,5741,8,2737,2021,1,314
1,810,1066,4702,2009,2,115
0,4751,3931,4596,2005,0,13
0,4086,3645,2776,2021,2,200
1,6929,1066,1362,2013,3,305
1,2375,1066,2138,2018,3,405
0,400,2732,3177,2018,3,334
0,727,2185,4726,2012,0,220
0,1328,1924,3847,2019,3,275
0,4869,3878,5081,2021,3,49
1,5805,1066,2976,2021,3,314
1,6895,1066,3004,2008,3,305
0,4496,185,4661,2016,3,314
0,5104,2449,3003,2014,3,314
0,7155,3145,181,2007,2,405
0,225,2942,2964,2020,3,68
0,7087,1310,785,2021,3,49
0,1622,4241,3958,2021,1,128
0,1273,2082,5150,2019,3,314
0,5838,2556,1362,2021,3,275
0,486,2288,4440,2021,3,430
1,1400,1066,2615,2021,3,437
0,5352,4107,3730,2019,3,337
0,5251,200,5432,2021,1,314
1,5195,1066,2859,2018,3,449
0,3909,3567,3639,2013,3,191
0,1227,2929,3771,2018,3,298
0,6408,1455,4291,2006,3,362
0,5099,3160,2323,2011,3,49
0,5704,503,2400,2015,0,244
0,2130,3741,1887,2006,2,305
0,3204,1080,4786,2018,3,357
0,154,831,520,2013,0,248
1,2506,1066,4807,2020,3,49
0,3450,1066,1362,2016,1,414
0,5683,1302,293,2011,0,357
0,6011,2058,2673,2020,0,314
0,6521,2419,1214,2016,3,447
0,5859,1631,3514,2017,3,0
1,5949,1066,4430,2019,3,305
1,5941,1066,2820,2019,3,326
1,5328,1066,252,2018,3,446
0,7038,4184,1362,2021,1,119
1,5588,1066,1362,2007,3,5
1,1991,1066,4956,2011,3,305
0,1654,14,810,2021,3,314
0,4140,849,1601,2021,3,369
0,4145,1997,1362,2005,1,305
0,5801,712,1277,2021,3,61
0,251,3768,5009,2010,3,391
0,4522,4040,4422,2016,3,86
0,731,1066,1362,2011,3,428
0,3687,1501,3282,2019,1,220
0,6515,2820,2387,2018,3,398
0,4999,2281,3080,2019,3,357
0,5269,3523,1983,2019,3,452
0,3513,1922,1362,2010,3,305
0,3061,2414,2226,2010,3,191
1,3055,1066,2200,2016,3,439
0,4028,259,3783,2020,0,383
0,7003,1483,3225,2020,3,165
0,5752,1866,3115,2010,3,4
0,4891,3919,5270,2016,3,275
0,1924,750,1106,2021,3,330
0,5177,565,1508,2021,3,220
0,3577,1539,3191,2018,3,398
1,4615,1066,1362,2018,1,128
1,1547,1066,3111,2021,3,357
0,1007,2337,52,2014,0,334
0,5228,300,5116,2013,3,34
0,3127,1066,2531,2009,1,428
0,474,3940,3398,2015,1,18
0,792,831,1227,2012,0,0
1,7074,1066,1197,2011,3,373
0,593,3757,353,2015,3,191
0,1196,1469,902,2009,0,170
0,372,971,2688,2021,3,226
0,2856,791,2129,2017,3,244
0,3376,1066,1362,2020,1,414
0,1800,2775,5078,2021,3,49
0,2311,4209,5578,2006,2,314
1,3106,1066,5479,2019,3,193
0,2395,743,1362,2020,1,414
0,6785,1066,1362,2007,3,428
0,6085,1148,4282,2014,2,314
0,3104,3761,1362,2018,1,129
0,1451,3895,3956,2013,3,260
0,5583,4233,4533,2018,0,42
0,994,1827,3633,2015,3,49
0,7031,3678,4623,2019,2,220
0,3766,4082,127,2011,3,86
0,4191,2629,5328,2020,3,0
0,3135,1091,1682,2021,3,314
0,4840,4046,729,2011,0,86
0,3652,2184,2819,2019,0,25
0,2880,551,687,2015,2,233
0,3068,741,1907,2013,3,49
0,5373,3861,2025,2019,3,374
1,6239,1066,1362,2015,1,131
0,3293,2754,1362,2020,1,414
0,751,88,4817,2013,3,314
0,2373,63,1415,2018,3,86
0,5833,851,4003,2020,3,275
0,1495,4259,3346,2020,3,334
1,2273,1066,1362,2013,2,275
1,1219,1066,1469,2021,3,449
0,4890,2801,1386,2020,3,275
0,6013,1903,417,2019,0,314
1,3952,1066,1362,2005,1,115
1,6776,1066,5549,2009,2,305
0,4894,2938,439,2021,3,334
1,5546,1066,4420,2020,3,439
1,1427,1066,4078,2017,1,414
0,153,2470,1362,2012,1,439
0,7040,4184,1362,2019,1,128
0,6715,316,3218,2021,3,182
0,4390,1517,5316,2019,3,349
0,1887,3293,4169,2006,3,430
1,6438,1066,2694,2014,3,314
0,3180,1200,2643,2019,3,259
0,6500,2504,5182,2014,3,301
0,1632,1730,1145,2012,3,181
0,5271,3792,495,2021,3,369
0,3880,3797,139,2006,1,205
1,6777,1066,1832,2020,3,436
0,2292,2137,3511,2021,1,220
1,3768,1066,1362,2017,2,449
0,2599,205,4604,2019,3,79
0,1858,1424,5148,2009,2,238
0,4356,383,529,2020,3,431
1,755,1066,5091,2018,3,449
0,1721,1066,1362,2011,3,428
0,2337,1052,2650,2015,3,220
0,90,1066,3264,2018,1,386
0,444,671,1362,2005,3,46
0,6084,2871,4176,2017,2,0
0,5959,2403,3544,2015,1,276
0,6603,502,1870,2020,3,361
0,4803,1094,2981,2017,3,339
0,6985,2365,5215,2012,0,334
0,5769,3756,4290,2012,0,13
1,5182,1066,3038,2019,3,305
1,3629,1066,5572,2021,3,357
1,5964,1066,1847,2016,0,369
0,960,2003,597,2015,3,61
1,6773,1066,532,2015,3,220
0,7077,1257,5564,2021,3,357
0,4013,360,1362,2019,1,128
0,629,1782,5486,2021,3,49
1,3285,1066,2414,2017,3,449
0,604,558,1561,2015,3,391
0,5279,1218,5105,2021,3,357
0,6162,1066,1362,2018,1,115
0,1141,3493,5110,2008,2,169
1,4611,1066,1362,2012,1,414
1,5509,1066,1605,2005,2,80
0,1515,975,5399,2020,3,226
0,4922,768,2085,2020,3,61
0,1237,1822,1114,2021,3,29
0,5385,1567,1476,2012,3,301
0,6649,3776,814,2012,0,1
0,1845,3898,2233,2011,1,255
0,3403,723,295,2017,0,85
0,389,0,0,2021,1,0
1,1110,1066,2986,2009,3,233
0,102,2470,412,2020,1,439
1,2666,1066,1362,2012,2,400
0,6538,1478,2754,2017,3,69
0,673,1066,1362,2020,1,128
0,3412,1465,3560,2010,0,30
1,1296,1066,1362,2014,2,449
0,5112,416,1362,2006,3,428
1,555,1066,3654,2010,2,449
0,2126,2325,2448,2021,3,58
0,1720,2634,2766,2010,0,314
0,6576,3471,4314,2020,3,226
0,3126,583,2500,2019,3,191
0,490,3346,746,2021,3,226
0,6487,1124,26,2017,0,355
0,1649,3082,4577,2019,3,77
0,6682,914,5135,2015,2,86
0,7115,2555,69,2021,3,400
0,5849,554,346,2020,1,18
0,4733,4128,4310,2021,3,19
1,1545,1066,5645,2021,3,430
0,4759,4199,1051,2011,3,334
1,2321,1066,3230,2021,3,220
0,6377,3329,1362,2021,3,436
0,1584,2959,740,2011,0,80
0,1128,3597,5125,2020,3,86
1,5702,1066,1362,2020,3,313
1,6255,1066,4080,2016,1,305
0,790,1121,2649,2016,3,369
0,6589,1093,5450,2018,3,86
0,1421,620,1362,2019,1,414
0,2894,3844,4801,2021,1,15
1,4486,1066,3951,2021,3,374
1,5149,1066,1362,2014,3,305
0,564,2045,1344,2005,0,57
0,5715,2217,547,2021,3,0
0,5263,2258,2532,2008,0,88
0,1791,3429,6,2021,3,357
1,6664,1066,4346,2014,2,275
0,5925,1294,795,2020,3,391
0,500,1100,2670,2014,3,0
0,6781,1650,4083,2012,1,305
0,2396,743,1362,2020,1,414
0,5599,1067,5098,2021,3,357
0,6974,2410,3298,2021,3,49
0,3179,3223,1966,2018,3,314
0,1024,3770,5016,2020,1,414
1,5238,1066,1362,2012,1,111
0,3651,87,212,2012,3,314
0,7125,620,1362,2019,1,414
0,4541,4155,4054,2013,0,30
1,4756,1066,4270,2019,3,112
0,5892,2872,1217,2016,3,49
0,2635,4172,1952,2020,3,191
0,7050,817,847,2021,3,220
0,5413,1171,5055,2006,3,369
1,5866,1066,1362,2020,3,275
0,423,1877,5092,2010,0,334
0,4249,45,4779,2011,0,34
1,6886,1066,1362,2018,3,69
1,2791,1066,1407,2016,3,314
0,3259,2077,2000,2005,3,391
0,4480,246,5245,2018,3,314
0,2522,1081,634,2005,1,220
0,6002,1021,1305,2020,3,275
0,6210,2225,3462,2021,3,357
0,3853,1989,1248,2021,3,220
1,5620,1066,1362,2017,2,22
0,6049,920,2010,2019,0,400
0,2645,3486,1803,2017,3,220
0,596,2941,3744,2017,3,30
0,883,3726,1710,2021,3,226
0,6405,3989,586,2011,3,275
0,1891,3902,2366,2019,3,0
0,5633,120,202,2019,3,56
0,2243,2874,3757,2020,2,220
0,6044,3623,2319,2006,0,86
1,4992,1066,1067,2017,0,49
1,4753,1066,2214,2014,2,270
0,3824,2224,3439,2019,3,191
1,5418,1066,1674,2011,3,275
1,3099,1066,1362,2011,1,128
1,4703,1066,408,2021,3,226
0,2035,862,865,2011,3,244
1,4502,1066,4457,2010,2,284
0,6196,2470,1362,2020,1,439
0,828,3358,5342,2015,3,305
0,3174,3397,800,2018,3,314
0,1037,1066,1362,2011,3,428
0,214,616,2104,2018,3,230
0,2304,1128,113,2015,3,86
1,3989,1066,3883,2020,3,414
0,3022,1472,4633,2021,2,226
0,3260,490,5112,2016,3,262
0,4015,360,1362,2019,1,128
0,585,1433,2823,2021,1,369
0,1968,1066,1362,2011,3,428
1,5152,1066,663,2011,3,357
0,5302,1724,4873,2014,3,183
0,4745,1287,5613,2018,3,86
0,3706,1066,1362,2011,3,428
0,4080,2593,1362,2021,3,275
0,3466,2928,760,2014,3,275
0,4991,564,3361,2014,0,86
0,263,157,3703,2021,3,369
1,2005,1066,2212,2020,0,49
0,2697,1014,1362,2021,3,391
0,4490,2142,4556,2019,1,314
0,6234,2536,3446,2016,3,220
1,1921,1066,2353,2017,3,321
0,4025,360,4548,2019,1,128
0,984,2458,538,2021,3,391
0,5300,2043,508,2021,3,220
0,5947,3562,1362,2015,3,305
0,3308,477,4118,2019,3,244
1,1464,1066,1362,2019,1,414
1,6710,1066,2894,2020,3,305
0,7067,3436,3107,2017,0,275
1,5427,1066,4475,2020,3,437
0,6783,967,3550,2016,1,439
0,2017,674,787,2015,3,369
0,4186,1740,4214,2018,3,249
1,5671,1066,311,2020,3,314
0,4257,3634,3762,2017,1,339
1,907,1066,595,2010,1,128
0,945,71,690,2016,3,226
0,1011,405,4333,2021,3,61
0,2925,2500,1072,2008,0,32
0,7168,1207,510,2017,3,165
0,4001,1705,3215,2020,3,45
0,3035,4204,2806,2012,3,339
0,1014,1963,1838,2021,3,366
0,2280,3275,2979,2005,3,369
0,2237,3730,2453,2021,3,434
0,6094,658,3787,2021,3,330
0,2663,409,1211,2013,0,391
0,5886,3929,1399,2020,3,275
1,6799,1066,4093,2020,2,440
0,4625,3069,1362,2020,1,128
0,6396,1911,5341,2020,3,400
0,2110,362,462,2020,3,349
0,882,3387,3877,2014,0,369
1,6968,1066,1362,2020,3,449
0,2052,3017,1830,2008,3,447
1,973,1066,1362,2019,0,449
0,6606,1335,2791,2013,3,447
0,3419,2045,2652,2013,3,314
0,834,2521,278,2019,3,369
0,2431,3486,501,2018,1,251
0,4078,227,1839,2015,3,447
0,355,4,5376,2014,3,249
0,6488,4139,5511,2021,3,314
0,1949,377,641,2020,3,400
0,3069,3092,382,2013,3,49
1,2667,1066,1362,2013,2,305
0,6839,2026,1362,2018,1,428
0,2042,866,865,2011,3,246
1,460,1066,222,2020,3,449
0,2905,1066,1362,2008,3,428
0,5749,364,5142,2020,3,49
0,242,209,2042,2013,3,314
0,6530,1547,155,2021,3,0
0,5259,2520,4976,2015,3,391
1,2170,1066,3615,2021,3,61
0,3309,457,804,2008,3,220
0,1893,1121,3720,2017,3,369
0,5115,1503,1968,2021,3,237
1,1118,1066,1362,2014,3,443
1,677,1066,1362,2018,1,128
0,2117,1186,5040,2020,3,330
0,7076,1818,3022,2019,3,373
1,2266,1066,1362,2019,3,449
0,3580,3575,1362,2021,3,447
0,1076,3673,3698,2021,3,391
1,5416,1066,4026,2021,3,0
1,2975,1066,3554,2021,3,308
1,6414,1066,2693,2005,3,369
1,6667,1066,2377,2013,2,451
0,5184,1066,1362,2015,1,414
0,3390,162,4322,2021,3,364
0,4762,3588,1244,2019,3,61
0,5936,3986,4605,2008,3,369
0,6676,1391,694,2019,3,282
0,3289,2754,1362,2020,1,414
0,4065,3656,289,2019,3,229
0,177,2199,2068,2021,3,314
1,4797,1066,5032,2017,3,141
0,6788,3784,5052,2021,3,49
1,6429,1066,1362,2011,3,292
0,2202,1066,416,2019,1,128
0,5592,1898,1362,2021,3,49
1,1784,1066,3120,2006,3,61
0,6224,1084,2333,2016,1,128
1,5482,1066,4988,2021,1,128
0,3044,4067,1755,2010,2,226
0,4888,2470,1362,2012,1,439
1,1787,1066,3359,2018,2,275
0,3714,3484,499,2019,3,314
0,3407,3010,1910,2021,3,314
0,3954,3109,1362,2021,3,0
0,6206,710,4459,2020,3,275
0,3023,1828,3697,2019,1,249
1,6668,1066,4349,2015,2,275
0,1855,3804,1362,2017,1,414
0,2403,1066,1362,2019,1,128
0,545,3305,3593,2010,3,439
0,3082,2189,2267,2019,0,220
0,3759,1943,4242,2017,3,99
0,4017,2754,1362,2021,1,414
0,3549,620,1362,2019,1,414
0,1452,1711,2903,2018,3,400
0,707,3643,4914,2018,3,314
1,3011,1066,956,2020,0,277
1,5350,1066,2524,2020,3,314
0,6759,16,559,2020,3,357
1,4144,1066,3032,2021,3,283
0,760,1275,3353,2005,2,337
0,865,4230,3123,2013,3,275
1,2741,1066,5057,2018,3,111
1,6509,1066,3533,2018,3,391
0,5237,4102,4554,2011,1,49
0,6543,1541,1203,2021,3,226
1,465,1066,1362,2021,3,310
1,6469,1066,5203,2021,0,314
0,4833,69,5076,2019,0,1
0,2815,3202,49,2014,3,314
0,1434,0,0,2021,1,0
0,4519,3684,2585,2018,3,314
0,1054,935,3721,2020,0,237
0,4712,3602,2091,2021,3,77
1,7141,1066,1285,2009,2,267
0,1951,1070,5488,2015,3,77
0,5930,2478,1070,2020,3,85
0,3876,697,3276,2017,3,391
0,5224,1936,1316,2021,3,68
0,6519,2470,1362,2012,1,439
1,5140,1066,2410,2021,3,220
0,3064,672,1595,2018,3,314
0,3890,2503,302,2020,3,165
0,2625,510,696,2021,3,255
0,4952,2639,2891,2019,3,220
1,6899,1066,1362,2021,2,314
1,6947,1066,4715,2017,3,61
0,3449,1531,1362,2019,1,414
0,149,2470,1362,2012,1,439
1,6647,1066,1362,2019,1,128
0,4297,760,1362,2019,3,305
0,4362,553,1362,2019,1,128
0,6066,55,678,2021,3,0
0,7035,204,264,2019,2,374
1,4776,1066,196,2020,3,349
0,4957,2047,3562,2013,3,93
1,5464,1066,5377,2021,3,314
0,6017,690,420,2005,3,198
0,1696,1940,1940,2012,2,6
0,5748,889,1165,2015,3,305
0,2115,2899,1545,2020,3,334
0,701,1066,1362,2011,3,428
0,6188,3243,246,2021,3,400
1,1020,1066,5016,2016,1,414
0,3845,2021,1108,2014,0,49
0,2795,3812,1810,2021,3,305
0,525,1956,4913,2019,1,229
1,829,1066,1323,2009,1,414
0,2892,4219,3302,2017,3,86
1,1295,1066,4,2011,2,449
0,3626,4003,1066,2021,3,262
1,4538,1066,1362,2021,3,449
0,2206,1389,3317,2021,3,86
0,5441,4043,2767,2007,0,314
0,5287,1516,455,2020,3,447
0,634,4075,1416,2012,2,88
0,6139,2616,3582,2006,0,314
0,2221,3212,2325,2011,3,57
0,1986,1820,1931,2016,3,110
0,1692,794,4519,2018,3,369
0,1610,4038,864,2007,0,330
0,3321,829,661,2018,3,316
1,3898,1066,3616,2016,2,439
1,5691,1066,1362,2020,1,128
0,1967,1440,3310,2016,3,223
